"","Site_ID","FID_1","Datst_1","Mj_ID_1","Site_Nm","EJZ1","EJZ1_2","EJZ2","NINV","EJZ3a","EJZ3","EJZ3b","AKK","EJZ4","EJZ4C","LTM","EBA_FCP","KHA","MBA_LBA","NUZI","LBA","SM","MASS","EIA_FCP","LASS","MIA_FCP","EIA_MIA","IA","IA_FCP","LIA","PASS","POINT_X","POINT_Y","cnfdnc_","EBA1","EBA2","MBA","LBA_brd","IA1","IA2","Tuna_sz","Tn_plyg","Name","POINT_Z","Size","Period","Tuna","id","sizeCat","number"
"75","NJS_42",246,"NJS","NJS_42_0_0","",0,0,0,4.1001,0,0,0,0,0,0,2.5001,0,6.0001,0,0.7001,0,0,0.7001,0,3.0001,0,0,0,0,0,0,802952.587109091,4069857.60347273,6.0001,4.1001,2.5001,6.0001,0.7001,0.7001,3.0001,1.4255301246e-05,320,"",NA,2.5001,"EBA1,EBA2,MBA,LBA,IA1,IA2",NA,265,3,560451
"76","NJS_43",247,"NJS","NJS_43_0_0","Kharaba Tibn or Gar Sur",0,0,0,0,0,0,0,0,0,0,17.3001,0,18.6001,0,0,0,0,4.2001,0,0.2001,0,0,0,0,0,0,808136.273488889,4070580.42984444,18.6001,0,17.3001,18.6001,4.2001,4.2001,0.2001,2.6139408049e-05,888,"",NA,17.3001,"EBA2,MBA,LBA,IA1,IA2",NA,266,4,347504
"77","NJS_48",252,"NJS","NJS_48_0_0","",0,0,0,22.9001,0,0,0,0,0,0,3.2001,0,22.5001,0,0,0,0,1.7001,0,18.9001,0,0,0,0,0,0,805011.2048,4069271.0296375,22.9001,22.9001,3.2001,22.5001,1.7001,1.7001,18.9001,9.063194205e-06,540,"",NA,3.2001,"EBA1,EBA2,MBA,LBA,IA1,IA2",NA,269,4,555880
"78","NJS_52",257,"NJS","NJS_52_0_0","",0,0,0,0,0,0,0,0,0,0,0.8001,0,0,0,0,0,0,0,0,0.6001,0,0,0,0,0,0,806209.42758,4067419.856,0.8001,0,0.8001,0,0,0,0.6001,0,NA,"",NA,0.8001,"EBA2,IA2",NA,274,1,426268
"79","NJS_54",253,"NJS","NJS_54_0_0","",0,0,0,0,0,0,0,0,0,0,1.3001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,805742.62624,4068861.90952,1.3001,0,1.3001,0,0,0,0,0,NA,"",NA,1.3001,"EBA2",NA,275,2,160608
"80","NJS_57",261,"NJS","NJS_57_0_0","",0,0,0,1.3001,0,0,0,0,0,0,0.9001,0,0,0,0,0,0,0.9001,0,0.9001,0,0,0,0,0,0,807742.147933333,4069547.06603333,1.3001,1.3001,0.9001,0,0.9001,0.9001,0.9001,0,NA,"",NA,0.9001,"EBA1,EBA2,LBA,IA1,IA2",NA,277,2,542013
"81","NJS_58",262,"NJS","NJS_58_0_0","Tell Warada or Hilawat",0,0,0,9.9001,0,0,0,0,0,0,0.4001,0,0.3001,0,0,0,0,0,0,2.5001,0,0,0,0,0,0,799045.973933333,4065838.78326667,9.9001,9.9001,0.4001,0.3001,0,0,2.5001,3.995863338e-06,565,"",NA,0.4001,"EBA1,EBA2,MBA,IA2",NA,278,3,381423
"82","NJS_71",275,"NJS","NJS_71_0_0","Tell Hamide",0,0,0,0,0,0,0,0,0,0,5.0001,0,5.6001,0,5.6001,0,0,5.6001,0,0,0,0,0,0,0,0,788349.95438,4069249.49406,5.6001,0,5.0001,5.6001,5.6001,5.6001,0,0,NA,"",NA,5.0001,"EBA2,MBA,LBA,IA1",NA,285,3,407985
"83","NJS_76",280,"NJS","NJS_76_0_0","",0,0,0,0,0,0,0,0,0,0,0.5001,0,0,0,0,0,0,0,0,1.0001,0,0,0,0,0,0,786231.43364,4070174.14284,1.0001,0,0.5001,0,0,0,1.0001,0,NA,"",NA,0.5001,"EBA2,IA2",NA,289,2,535281
"84","NJS_90",293,"NJS","NJS_90_0_0","Tell Abu Hajira",0,0,0,7.1001,0,0,0,0,0,0,6.1001,0,6.1001,0,0,0,0,0,0,0,0,0,0,0,0,0,786577.044966667,4073871.85543333,7.1001,7.1001,6.1001,6.1001,0,0,0,1.4028916636e-05,615,"",NA,6.1001,"EBA1,EBA2,MBA",NA,296,3,537355
"85","NJS_91",294,"NJS","NJS_91_0_0","Tell Talab",0,0,0,14.8001,0,0,0,0,0,0,7.5001,0,10.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,786052.68315,4071280.23383333,14.8001,14.8001,7.5001,10.0001,0,0,0,1.5483044799e-05,281,"",NA,7.5001,"EBA1,EBA2,MBA",NA,297,4,199993
"86","NJS_92",383,"NJS","NJS_92_0_0","Tell Uwaynat",0,0,0,3.0001,0,0,0,0,0,0,1.5001,0,3.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,803378.2702,4065117.92116667,3.0001,3.0001,1.5001,3.0001,0,0,0,9.315951934e-06,334,"",NA,1.5001,"EBA1,EBA2,MBA",NA,298,2,428734
"87","NJS_93",295,"NJS","NJS_93_0_0","Tell Talab",0,0,0,10.0001,0,0,0,0,0,0,19.0001,0,19.0001,0,0,0,0,0,0,2.5001,0,0,0,0,0,0,782616.203816667,4071879.55705,19.0001,10.0001,19.0001,19.0001,0,0,2.5001,2.2529714128e-05,878,"",NA,19.0001,"EBA1,EBA2,MBA,IA2",NA,299,4,446601
"88","TBS_1",987,"TBS","TBS_1_0_0","Tell Beydar",9.0001,0,9.0001,0,9.0001,0,24.0001,0,9.0001,0,0,0,0,0,0,45.0001,0,0,0,45.0001,0,0,0,0,0,45.0001,641605.308025,4066901.683575,45.0001,9.0001,24.0001,0,45.0001,0,45.0001,2.4633635551e-05,243,"",NA,24.0001,"EBA1,EBA2,LBA,IA2",NA,304,5,461246
"89","TBS_10",939,"TBS","TBS_10_0_0","Tell Kaferu",0,0,0,1.7701,0,0,0,0,0,0,0,1.7701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,646623.0265,4066546.8076,1.7701,1.7701,1.7701,0,0,0,0,4.112567006e-06,425,"",NA,1.7701,"EBA1,EBA2",NA,305,2,332383
"90","TBS_22",949,"TBS","TBS_22_0_0","Tell Bergui al-Buz",0,0,0,0.9901,0,0,0,0,0,0,0.7901,0.7901,0,0,0,2.2181,0,0,0,0,0,2.2181,0,0,0,0,651543.4758,4062195.51755,2.2181,0.9901,0.7901,0,2.2181,2.2181,2.2181,1.4341866595e-05,92,"",NA,0.7901,"EBA1,EBA2,LBA,IA1,IA2",NA,312,2,32617
"91","TBS_32",940,"TBS","TBS_32_0_0","Tell Khatoun",0,0,0,1.7701,0,0,0,0,0,0,1.7701,0,0,0,0,0,0,0,0,0,0,3.5401,0,0,0,0,645443.3789,4071816.54553333,3.5401,1.7701,1.7701,0,0,3.5401,3.5401,2.804518521e-06,904,"",NA,1.7701,"EBA1,EBA2,IA1,IA2",NA,321,2,222669
"92","TBS_35",957,"TBS","TBS_35_0_0","Gir Daoud",0,0,0,1.5701,0,0,0,0,0,0,1.5701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,646870.389,4073962.4469,1.5701,1.5701,1.5701,0,0,0,0,8.86564286e-07,397,"",NA,1.5701,"EBA1,EBA2",NA,322,2,435591
"93","TBS_37",958,"TBS","TBS_37_0_0","Tell Ghazal",0,0,0,0,0,0,0,0,0,0,1.3301,0,0,1.1301,0,0,0,0,0,0,0,1.1301,0,0,0,0,647928.8281,4076458.72126667,1.3301,0,1.3301,1.1301,1.1301,1.1301,1.1301,7.36088026e-07,661,"",NA,1.3301,"EBA2,MBA,LBA,IA1,IA2",NA,323,2,498563
"94","TBS_39",959,"TBS","TBS_39_0_0","Tell Sekar Foqani",0,0,0,0,0,0,0,0,0,0,4.9101,0,0,0,0,4.9101,0,0,0,0,0,4.9101,0,0,0,0,642041.7107,4079104.71145,4.9101,0,4.9101,0,4.9101,4.9101,4.9101,7.295937285e-06,326,"",NA,4.9101,"EBA2,LBA,IA1,IA2",NA,324,2,409715
"95","TBS_4",975,"TBS","TBS_4_0_0","Tell Rajab",0,0,0,0,0,0,0,0,0,0,4.7801,4.0801,0,0,0,0,0,0,0,0,0,1.2001,0,0,0,0,642686.35135,4063957.68025,4.7801,4.0801,4.7801,0,0,1.2001,1.2001,1.6865961852e-05,633,"",NA,4.7801,"EBA1,EBA2,IA1,IA2",NA,325,2,400288
"96","TBS_40",960,"TBS","TBS_40_0_0","Tell Sekar Wastani",0,0,0,0,0,0,0,0,0,0,1.015099,0,0,0,0,1.0001,0,0,0,0,0,0,0,0,0,0,642493.981675,4077027.888175,1.015099,0,1.015099,0,1.0001,0,0,4.661167676e-06,445,"",NA,1.015099,"EBA2,LBA",NA,326,2,461070
"97","TBS_41",976,"TBS","TBS_41_0_0","Tell Sekar Tahtani",0,0,0,0,0,0,0,0,0,0,2.714099,0,0,0,0,2.300099,0,0,0,0,0,0.9061,0.589099,0.9351,0,0,642922.374633333,4074513.54753333,2.714099,0,2.714099,0,2.300099,0.9061,0.9061,1.2541084406e-05,115,"",NA,2.714099,"EBA2,LBA,IA1,IA2",NA,327,2,307736
"98","TBS_43",978,"TBS","TBS_43_0_0","Tell Hassek",0,0,0,6e-04,0,0,0,0,0,0,6e-04,0,0,0,0,6e-04,27.792096,0,0,27.792096,0,5e-04,0,0,5e-04,0,639339.020488889,4071052.05813889,27.792096,6e-04,6e-04,27.792096,27.792096,5e-04,27.792096,3.7738523536e-05,244,"",NA,27.792096,"EBA1,EBA2,MBA,LBA,IA1,IA2",NA,329,5,376008
"99","TBS_52",979,"TBS","TBS_52_0_0","Tell Farfara (Darbasiyyah)",0,0,0,0,0,0,0,0,0,0,0.5131,0,0,0,0,0.5131,0,0.306099,0,0,0,0.5131,0,0,0,0,634248.187466667,4075969.6153,0.5131,0,0.5131,0,0.5131,0.5131,0.5131,8.606400627e-06,291,"",NA,0.5131,"EBA2,LBA,IA1,IA2",NA,334,1,532332
"100","TBS_55",986,"TBS","TBS_55_0_0","Tell Effendi",0,0,0,1.4001,0,0,0,0,0,0,0.8401,0,0,0,0,0.8401,0,0,0,5e-04,0,1.4001,0,0,1.4001,0,651514.996927273,4071525.60441818,1.4001,1.4001,0.8401,0,0.8401,1.4001,1.4001,2.4703703613e-05,389,"",NA,0.8401,"EBA1,EBA2,LBA,IA1,IA2",NA,337,2,142029
"103","TBS_59",984,"TBS","TBS_59_0_0","Tell Jamilo",0,0,0,8.1161,0,0,0,0,0,0,7.8001,0,4.0001,0,0,8.6061,0,7.8001,0,0.4901,0,8.1161,0,0,0.3161,0,643613.97635,4061017.46168333,8.6061,8.1161,7.8001,4.0001,8.6061,8.1161,8.1161,1.5272916576e-05,412,"",NA,7.8001,"EBA1,EBA2,MBA,LBA,IA1,IA2",NA,339,3,132475
"105","TBS_60",967,"TBS","TBS_60_0_0","Tell 'Aloni",0,0,0,1.88,0,0,0,0,0,0,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,644406.3571,4058443.9979,1.88,1.88,1.88,0,0,0,0,6.747677615e-06,894,"",NA,1.88,"EBA1,EBA2",NA,341,2,222497
"106","TBS_61",968,"TBS","TBS_61_0_0","",0,0,0,0,0,0,0,0,0,0,1.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,642580.1228,4063465.1318,1.13,0,1.13,0,0,0,0,0,NA,"",NA,1.13,"EBA2",NA,342,2,909
"107","TBS_63",936,"TBS","TBS_63_0_0","Tell Ghazal",0,0,0,0,0,0,0,0,0,0,1.379099,0,0,0,0,1.0921,0,0,0,0,0,0.895099,0,0,0,0,633117.4149,4069906.2077,1.379099,0,1.379099,0,1.0921,0.895099,0.895099,2.270178137e-06,640,"",NA,1.379099,"EBA2,LBA,IA1,IA2",NA,344,2,277116
"108","THS_1",1079,"THS","THS_1_0_0","Tell Hamoukar",0,0,0,101.4001,0,0,0,0,0,0,101.4001,0,0,0,0,0,0,0,0,0,0,0,0,3.1001,0,0,763870.77062,4078236.2007,101.4001,101.4001,101.4001,0,0,0,0,0.000146706743812,208,"",NA,101.4001,"EBA1,EBA2",NA,356,7,294584
"109","THS_11",1089,"THS","THS_11_0_0","",0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,765275.8351,4080126.9846,0.75,0,0.75,0,0.75,0,0,0,NA,"",NA,0.75,"EBA2,LBA",NA,358,1,396723
"110","THS_12",1090,"THS","THS_12_0_0","al-Asila",0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,764824.6082,4080637.0464,1.1,0,1.1,0,1.1,0,0,0,NA,"",NA,1.1,"EBA2,LBA",NA,359,2,501399
"111","THS_16",1094,"THS","THS_16_0_0","Tell al-Sara",0,0,0,2e-04,0,0,0,0,0,0,2e-04,0,2e-04,0,0,1.1001,0,0,0,0,0,0,1.1001,0,0,0,766072.948333333,4078644.0552,1.1001,2e-04,2e-04,2e-04,1.1001,1.1001,1.1001,1.1634153832e-05,430,"",NA,1.1001,"EBA1,EBA2,MBA,LBA,IA1,IA2",NA,362,2,509798
"112","THS_20",1097,"THS","THS_20_0_0","Khirbat 'Ali",0,0,0,0,0,0,0,0,0,0,1.2001,0,0,0,0,1.2001,0,0,0,0,0,0,1.9001,0,0,0,767881.824457143,4079235.75494286,1.9001,0,1.2001,0,1.2001,1.9001,1.9001,0,NA,"",NA,1.2001,"EBA2,LBA,IA1,IA2",NA,364,2,538745
"113","THS_22",1099,"THS","THS_22_0_0","",0,0,0,0,0,0,0,0,0,0,0.78539815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,768113.7537,4078287.6731,0.78539815,0,0.78539815,0,0,0,0,0,NA,"",NA,0.78539815,"EBA2",NA,365,1,548062
"114","THS_30",1104,"THS","THS_30_0_0","",0,0,0,0,0,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,765785.5565,4074816.8706,2.4,0,2.4,0,0,0,0,0,NA,"",NA,2.4,"EBA2",NA,369,2,550440
"115","THS_31",1105,"THS","THS_31_0_0","",0,0,0,0,0,0,0,0,0,0,4.810563668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,766063.72355,4075116.8495,4.810563668,0,4.810563668,0,0,0,0,0,NA,"",NA,4.810563668,"EBA2",NA,370,2,458014
"116","THS_32",1106,"THS","THS_32_0_0","Khirbat 'Asaylan",0,0,0,0,0,0,0,0,0,0,2.269900654,0,2.270200654,0,0,0,0,0,0,0,0,0,2.270200654,0,0,0,768039.88402,4073212.24604,2.270200654,0,2.269900654,2.270200654,0,2.270200654,2.270200654,0,NA,"",NA,2.269900654,"EBA2,MBA,IA1,IA2",NA,371,2,526464
"117","THS_37",1111,"THS","THS_37_0_0","Umm Adham",0,0,0,0,0,0,0,0,0,0,20.0001,0,20.0001,0,0,20.0002,0,0,0,0,0,0,0,0,0,0,764720.743733333,4072331.66753333,20.0002,0,20.0001,20.0001,20.0002,0,0,1.1277783476e-05,590,"",NA,20.0001,"EBA2,MBA,LBA",NA,374,4,24793
"118","THS_41",1114,"THS","THS_41_0_0","Tell Na'ur",0,0,0,0.9001,0,0,0,0,0,0,1.6001,0,2.4001,0,0,0.8001,0,0,0,0,0,0,3.2001,0,0,0,760477.694590909,4071303.05560909,3.2001,0.9001,1.6001,2.4001,0.8001,3.2001,3.2001,1.0313979912e-05,129,"",NA,1.6001,"EBA1,EBA2,MBA,LBA,IA1,IA2",NA,377,2,324404
"119","THS_45",1118,"THS","THS_45_0_0","al-Saudiya",0,0,0,0,0,0,0,0,0,0,3.1001,0,0,0,0,3.1001,0,0,0,0,0,0,3.1001,0,0,0,761666.6252,4076352.40622,3.1001,0,3.1001,0,3.1001,3.1001,3.1001,0,NA,"",NA,3.1001,"EBA2,LBA,IA1,IA2",NA,380,2,364623
"120","THS_47",1120,"THS","THS_47_0_0","Khirbat al-Sukar",0,0,0,0,0,0,0,0,0,0,1.1001,0,0,0,0,1.1001,0,0,0,0,0,0,1.1001,0,0,0,761791.5158,4077333.94885,1.1001,0,1.1001,0,1.1001,1.1001,1.1001,0,NA,"",NA,1.1001,"EBA2,LBA,IA1,IA2",NA,381,2,176805
"121","THS_51",1124,"THS","THS_51_0_0","",0,0,0,1e-04,0,0,0,0,0,0,1e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,762503.4873,4078473.126,NA,1e-04,1e-04,0,0,0,0,0,NA,"",NA,NA,"EBA1,EBA2",NA,383,8,60505
"122","THS_54",1127,"THS","THS_54_0_0","(Tell Tamr)",0,0,0,0,0,0,0,0,0,0,17.8001,0,17.8001,0,0,17.8002,0,0,0,0,0,0,17.8002,0,0,0,759308.0576,4079079.7561,17.8002,0,17.8001,17.8001,17.8002,17.8002,17.8002,1.8875969436e-05,764,"",NA,17.8001,"EBA2,MBA,LBA,IA1,IA2",NA,385,4,549910
"123","",NA,"","","Dur-A??ur-ketti-le?er (Tell Bderi)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,662667.838689,4028462.78402,3.659594126e-06,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,3.659594126e-06,435,"Dur-A??ur-ketti-le?er (Tell Bderi)",0,3.659594126e-06,"EBA1,EBA2,MBA,LBA,IA1,IA2",NA,391,1,562750
"124","",NA,"","","Kahat (Tell Barri)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,689910.776453,4068020.59125,1.8309632907e-05,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1.8309632907e-05,372,"Kahat (Tell Barri)",0,1.8309632907e-05,"EBA1,EBA2,MBA,LBA,IA1,IA2",NA,393,1,547860
"125","",NA,"","","Nagar (Tell Brak)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,683912.955318,4059941.81042,0.00019157346683,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,0.00019157346683,738,"Nagar (Tell Brak)",0,0.00019157346683,"EBA1,EBA2,MBA,LBA,IA1,IA2",NA,395,1,36154
"126","",NA,"","","Taidu? (Tell Hamidiya)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,693111.845064,4076651.24076,2.3654855947e-05,1e-04,1e-04,1e-04,245,1e-04,1e-04,2.3654855947e-05,557,"Taidu? (Tell Hamidiya)",0,2.3654855947e-05,"EBA1,EBA2,MBA,LBA,IA1,IA2",NA,400,1,527935
"127","",NA,"","","Urke? (Mozan)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,677507.638352,4103138.20389,0.00014052979385,135,135,135,135,0,0,0.00014052979385,97,"Urke? (Mozan)",0,135,"EBA1,EBA2,MBA,LBA",NA,401,1,563683
"128","",NA,"","","(Tell Abu Dhuwil)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,695605.379377,4091090.54695,NA,1e-04,1e-04,0,0,0,0,0,NA,"(Tell Abu Dhuwil)",0,NA,"EBA1,EBA2",NA,405,8,559403
"129","",NA,"","","(Tell Abu Hafur)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,648569.846822,4052577.51851,5.088876135e-06,3,3,3,3,3,3,5.088876135e-06,839,"(Tell Abu Hafur)",0,3,"EBA1,EBA2,MBA,LBA,IA1,IA2",NA,406,1,259237
"130","",NA,"","","(Tell Abu Hujeira I)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,646897.257182,4054729.31702,2.078394456e-06,1e-04,1e-04,0,0,0,0,2.078394456e-06,481,"(Tell Abu Hujeira I)",0,2.078394456e-06,"EBA1,EBA2",NA,407,1,363667
"131","",NA,"","","(Tell 'Arbid)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,680203.629802,4082687.87738,2.1436780381e-05,38,38,38,38,38,38,2.1436780381e-05,636,"(Tell 'Arbid)",0,38,"EBA1,EBA2,MBA,LBA,IA1,IA2",NA,408,1,350449
"132","",NA,"","","(Tell 'Atij)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,667125.498621,4033323.42459,0.6,0,0.6,0,0,0,0,0,NA,"(Tell 'Atij)",0,0.6,"EBA2",NA,409,1,351208
"133","",NA,"","","(Tell Hamam Gharbi)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,618557.447793,4047769.16574,5.711419416e-06,22,22,0,0,0,0,5.711419416e-06,111,"(Tell Hamam Gharbi)",0,22,"EBA1,EBA2",NA,410,1,547030
"134","",NA,"","","(Tell Hamam Sharqi)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,621616.342127,4045815.48557,1.667090819e-05,15,15,0,0,0,0,1.667090819e-05,450,"(Tell Hamam Sharqi)",0,15,"EBA1,EBA2",NA,411,1,314821
"135","",NA,"","","(Tell Judayda)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,666449.37771,4033472.76558,5.07133531e-07,1e-04,1e-04,0,0,0,0,5.07133531e-07,224,"(Tell Judayda)",0,5.07133531e-07,"EBA1,EBA2",NA,413,1,547781
"136","",NA,"","","(Tell Kashkashok III)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,646745.911791,4055844.20262,4.838712717e-06,1e-04,1e-04,0,0,0,0,4.838712717e-06,54,"(Tell Kashkashok III)",0,4.838712717e-06,"EBA1,EBA2",NA,414,1,422744
"137","",NA,"","","(Tell Khazna I)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,669405.923391,4058968.4715,4.674650599e-06,3,3,0,0,0,0,4.674650599e-06,837,"(Tell Khazna I)",0,3,"EBA1,EBA2",NA,416,1,432467
"138","",NA,"","","(Tell Mabtuh esh-Sharqi)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,630410.483646,4041151.56004,5.3624696474e-05,44,44,0,0,44,44,5.3624696474e-05,545,"(Tell Mabtuh esh-Sharqi)",0,44,"EBA1,EBA2,IA1,IA2",NA,417,1,261409
"139","",NA,"","","(Tell Melebiya)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,662449.500143,4030423.75103,2.767560889e-06,1e-04,1e-04,0,0,0,0,2.767560889e-06,810,"(Tell Melebiya)",0,2.767560889e-06,"EBA1,EBA2",NA,418,1,561715
"140","",NA,"","","(Tell Rad Shaqrah)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,664186.039153,4037399.12,1.993243655e-06,1.3,1.3,1.3,1.3,1.3,1.3,1.993243655e-06,204,"(Tell Rad Shaqrah)",0,1.3,"EBA1,EBA2,MBA,LBA,IA1,IA2",NA,419,1,560737
"141","",NA,"","","(Tell Raqa'i)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,666015.913576,4034370.90036,3.97694013e-07,0.5,0.5,0,0,0,0,3.97694013e-07,187,"(Tell Raqa'i)",0,0.5,"EBA1,EBA2",NA,420,1,468570
"142","",NA,"","","(Tell Tnenir)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,667282.056048,4032179.15087,40,40,40,40,40,40,40,0,NA,"(Tell Tnenir)",0,40,"EBA1,EBA2,MBA,LBA,IA1,IA2",NA,421,5,453121
"143","",NA,"","","(Tell Zaghan)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,656800.566374,4046308.29688,5.610914489e-06,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,5.610914489e-06,549,"(Tell Zaghan)",0,5.610914489e-06,"EBA1,EBA2,MBA,LBA,IA1,IA2",NA,422,1,554657
"144","",NA,"","","(Tell Ziyade)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,665354.160003,4031123.44997,9.75107648e-07,0,1e-04,0,0,0,0,9.75107648e-07,175,"(Tell Ziyade)",0,9.75107648e-07,"EBA2",NA,423,1,551675
