L1,OBJECTID_1,hw_type,Corrected,Shape_Leng,angle,angle_abs,startX,midX,endX,startY,midY,endY
2600,2475,"2","1",205.889083129,0.00121144541310109,0.00121144541310109,636235.5689,636330.446222755,636427.9541,4064747.5575,4064787.50586999,4064820.0505
2601,2476,"2","1",343.25935884,0.00256275298159655,0.00256275298159655,636531.1172,636686.980843194,636837.8182,4064853.5088,4064924.97622086,4065006.8593
2602,2477,"2","1",594.294288986,0.00573125611571227,0.00573125611571227,636990.9957,637233.769381408,637476.1411,4065118.855,4065290.09832954,4065461.8025
2603,2478,"2","1",180.266954345,0.00172424304255387,0.00172424304255387,637565.3632,637638.580757791,637713.1373,4065523.1427,4065575.70916211,4065626.3058
2604,2479,"0","1",249.648258905,0.00144540200929097,0.00144540200929097,640170.0195,640287.12355,640404.2276,4066326.0039,4066369.22085,4066412.4378
2605,2480,"2","1",218.324250575,0.00188253692473893,0.00188253692473893,638029.2677,637937.039799595,637842.3261,4066291.8595,4066350.22963758,4066404.5038
2606,2481,"2","1",213.169635198,0.0019422110424823,0.0019422110424823,637579.8888,637492.126935857,637401.3356,4066559.0901,4066619.51413789,4066675.3295
2607,2482,"2","1",620.881479263,0.00915879335501554,0.00915879335501554,635637.9504,635802.75554928,635917.7231,4064933.4398,4065194.81494635,4065481.7041
2608,2483,"2","1",437.023117123,0.00569221261743928,0.00569221261743928,635660.5127,635780.169670852,635931.2605,4064592.7489,4064775.58410442,4064933.4398
2609,2484,"2","1",481.02251673,0.0062197679817492,0.0062197679817492,636014.7411,636165.881890029,636319.3324,4065025.9453,4065213.02467066,4065398.2235
2610,2485,"2","1",465.125173536,0.00520178913788972,0.00520178913788972,636896.8124,637073.012609124,637242.0158,4066100.4495,4066252.0573114,4066411.8095
2611,2486,"2","1",143.070699808,0.00188482535087326,0.00188482535087326,637330.0089,637374.0054,637418.0019,4066515.5961,4066572.0019,4066628.4077
2612,2487,"2","1",127.711438378,0.00180940197401062,0.00180940197401062,637451.8454,637485.68885,637519.5323,4066698.3509,4066752.50045,4066806.65
2613,2488,"2","1",213.238804139,-0.000301609700735481,179.999698390299,637571.4256,637464.916171851,637359.3399,4066468.2153,4066463.37395585,4066450.1654
2614,2489,"2","1",207.596799209,3.76976837568744e-005,3.76976837568744e-005,637293.9091,637190.133218136,637086.3358,4066434.3718,4066436.53376759,4066436.628
2615,2490,"2","1",350.997165095,0.000565390470894829,0.000565390470894829,636844.9191,636669.58267593,636497.4594,4066447.9092,4066448.64685965,4066481.7526
2616,2491,"2","1",275.61431871,0.000226101236937278,0.000226101236937278,636231.6083,636094.047920883,635956.348,4066673.2357,4066681.33747258,4066686.773
2617,2492,"1","1",975.946580709,0.0159660953539287,0.0159660953539287,631047.1739,630961.271123273,630875.4481,4075045.0769,4075524.68535222,4076005.0521
2618,2493,"0","1",430.820440165,-0.00513449151617128,179.994865508484,631593.1339,631757.301237533,631886.5698,4076896.4843,4076757.06860326,4076587.7653
2619,2494,"2","1",378.033647481,-0.00627293098288692,179.993727069017,645307.6429,645309.669436604,645336.7471,4077340.0572,4077151.31626009,4076964.3481
2620,2495,"2","1",787.867562838,-0.0131242600952076,179.986875739905,645363.952,645370.727432252,645337.4936,4076730.2558,4076336.81002676,4075944.4417
2621,2496,"2","1",791.250604571,-0.0131938869013831,179.986806113099,645279.3676,645252.802037503,645240.4997,4075395.4085,4075001.14529707,4074605.7143
2622,2497,"2","1",267.364850083,-0.00446619223799111,179.995533807762,645254.5602,645257.082023305,645251.9144,4073751.728,4073618.06936327,4073484.4983
2623,2498,"2","1",236.418964399,-0.00393610340224053,179.996063896598,645236.0393,645233.809362692,645220.1643,4073225.2061,4073107.01765276,4072989.7264
2624,2499,"1","1",822.859056502,-0.0034272186222928,179.996572781378,646680.3578,647078.837407235,647477.1947,4079040.0073,4078937.59564775,4078834.7087
2625,2500,"2","1",1229.98102878,0.0200175556389687,0.0200175556389687,648370.5505,648228.878633039,648093.6576,4074881.2359,4075479.46552919,4076078.7821
