"","id","Site_ID","FID_1","Datst_1","Mj_ID_1","Site_Nm","EJZ1","EJZ1_2","EJZ2","NINV","EJZ3a","EJZ3","EJZ3b","AKK","EJZ4","EJZ4C","LTM","EBA_FCP","KHA","MBA_LBA","NUZI","LBA","SM","MASS","EIA_FCP","LASS","MIA_FCP","EIA_MIA","IA","IA_FCP","LIA","PASS","POINT_X","POINT_Y","cnfdnc_","EBA1","EBA2","MBA","LBA_brd","IA1","IA2","Tuna_sz","Tn_plyg","Name","POINT_Z","Size","Period","Tuna","sizeCat"
"1","1","LLN_1",1,"LLN","LLN_1_0_0","Tell Leilan",90.0001,0,90.0002,0,0,90.0002,0,90.0002,0,0,0,0,90.0002,0,90.0001,0,0,90.0001,0,0,0,0,0,0,0,0,723066.155066667,4093173.05456667,90.0002,90.0001,90.0002,90.0002,90.0001,90.0001,0,8.5951373544e-05,102,"",NA,90.0001,"EBA1,EBA2,MBA,LBA,IA1",NA,6
"2","10","LLN_11",165,"LLN","LLN_11_0_0","Rehaya 3",0,0,0,0,0,0,0,0,0,0,0,0,3.48,0,0,0,0,3.48,0,0,0,0,0,0,0,0,721973.8914,4085600.1901,3.48,0,0,3.48,3.48,3.48,0,0,NA,"",NA,3.48,"MBA,LBA,IA1",NA,2
"3","108","LLN_279",85,"LLN","LLN_279_0_0","Abtakh Fowqani",0,0,0,0,0,0,0,6,0,0,0,0,6,0,6,0,0,6,0,0,0,0,0,0,0,0,725736.4474,4077364.3441,6,0,6,6,6,6,0,1.3685075777e-05,23,"",NA,6,"EBA2,MBA,LBA,IA1",NA,3
"4","11","LLN_112",68,"LLN","LLN_112_0_0","Taya",0,3.4,3.4,0,0,3.4,0,0,0,0,0,0,3.4,0,0,0,0,3.4,0,0,0,0,0,0,0,0,723918.5952,4085425.0403,3.4,3.4,3.4,3.4,3.4,3.4,0,1.1613194806e-05,357,"",NA,3.4,"EBA1,EBA2,MBA,LBA,IA1",NA,2
"5","112","LLN_283",112,"LLN","LLN_283_0_0","Abu Batakh",0,0,0,0,0,0,0,0,0,0,0,0,1.32,0,1.32,0,0,1.32,0,0,0,0,0,0,0,0,730465.1842,4073801.81,1.32,0,0,1.32,1.32,1.32,0,0,NA,"",NA,1.32,"MBA,LBA,IA1",NA,2
"6","113","LLN_285",111,"LLN","LLN_285_0_0","Wadahiya",0,0,0,0,0,0,0,0,0,0,0,0,2.24,0,2.24,0,0,2.24,0,0,0,0,0,0,0,0,732535.6927,4074029.6903,2.24,0,0,2.24,2.24,2.24,0,3.421621767e-06,753,"",NA,2.24,"MBA,LBA,IA1",NA,2
"7","114","LLN_292",33,"LLN","LLN_292_0_0","Aweinat el-Amrin 3",0,0,0,0,0,0,0,2.72,0,0,0,0,2.72,0,2.72,0,0,2.72,0,0,0,0,0,0,0,0,719424.4392,4079018.0852,2.72,0,2.72,2.72,2.72,2.72,0,1.3562129941e-05,703,"",NA,2.72,"EBA2,MBA,LBA,IA1",NA,2
"8","118","LLN_301",35,"LLN","LLN_301_0_0","Majjreinat North",0,0,0,0,0,0,0,0,0,0,0,0,0.817128235,0,0,0,0,0.817128235,0,0,0,0,0,0,0,0,715457.1842,4072094.3513,0.817128235,0,0,0.817128235,0.817128235,0.817128235,0,0,NA,"",NA,0.817128235,"MBA,LBA,IA1",NA,1
"9","120","LLN_307",115,"LLN","LLN_307_0_0","Hassawiyah Tahtani",0,0,0,0,0,0,0,0.85,0,0,0,0,0.85,0,0,0,0,0.85,0,0,0,0,0,0,0,0,716712.7759,4073155.0375,0.85,0,0.85,0.85,0.85,0.85,0,0,NA,"",NA,0.85,"EBA2,MBA,LBA,IA1",NA,1
"10","121","LLN_308",144,"LLN","LLN_308_0_0","Na'am Hayar",0,0,0,0,0,0,0,2.56,0,0,0,0,2.56,0,2.56,0,0,2.56,0,0,0,0,0,0,0,0,719515.0267,4071976.55,2.56,0,2.56,2.56,2.56,2.56,0,0,NA,"",NA,2.56,"EBA2,MBA,LBA,IA1",NA,2
"11","123","LLN_313",182,"LLN","LLN_313_0_0","Khuwaith al-Ri'aydat",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08,0,0,0,0,0,0,0,0,722081.7689,4085795.9678,3.08,0,0,0,3.08,3.08,0,0,NA,"",NA,3.08,"LBA,IA1",NA,2
"12","145","LLN_49",50,"LLN","LLN_49_0_0","Qarassa",0,10.9,0,0,0,0,0,10.9,0,0,0,0,10.9,0,10.9,0,0,10.9,0,0,0,0,0,0,0,0,720576.4412,4078638.8408,10.9,10.9,10.9,10.9,10.9,10.9,0,0,NA,"",NA,10.9,"EBA1,EBA2,MBA,LBA,IA1",NA,4
"13","150","LLN_55",19,"LLN","LLN_55_0_0","Mohammed Diyab",43,0,43,0,0,43,0,43,0,43,0,0,43,0,43,0,0,43,0,0,0,0,0,0,0,0,728393.4121,4089588.6093,43,43,43,43,43,43,0,9.760890266e-06,689,"",NA,43,"EBA1,EBA2,MBA,LBA,IA1",NA,5
"14","156","LLN_62",18,"LLN","LLN_62_0_0","Nabua",0,0,0,0,0,1.767145838,0,0,0,0,0,0,1.767145838,0,0,0,0,1.767145838,0,0,0,0,0,0,0,0,730930.56,4092465.965,1.767145838,0,1.767145838,1.767145838,1.767145838,1.767145838,0,2.501169237e-06,150,"",NA,1.767145838,"EBA2,MBA,LBA,IA1",NA,2
"15","163","LLN_69",54,"LLN","LLN_69_0_0","",0,0,1e-04,0,0,0,0,0,0,0,0,0,1e-04,0,1e-04,0,0,1e-04,0,0,0,0,0,0,0,0,724291.5438,4081730.8732,6.647292026e-06,0,1e-04,1e-04,1e-04,1e-04,0,6.647292026e-06,292,"",NA,6.647292026e-06,"EBA2,MBA,LBA,IA1",NA,1
"16","169","LLN_74",12,"LLN","LLN_74_0_0","Shair",4,0,4,0,0,4,0,4,0,4,0,0,4,0,4,0,0,4,0,0,0,0,0,0,0,0,716612.5214,4103496.6251,4,4,4,4,4,4,0,1.0973920818e-05,489,"",NA,4,"EBA1,EBA2,MBA,LBA,IA1",NA,2
"17","17","LLN_123",44,"LLN","LLN_123_0_0","Khodr",0,12.25,0,0,0,12.25,0,12.25,0,12.25,0,0,12.25,0,0,0,0,12.25,0,0,0,0,0,0,0,0,717465.1778,4067204.0911,12.25,12.25,12.25,12.25,12.25,12.25,0,3.7131757555e-05,203,"",NA,12.25,"EBA1,EBA2,MBA,LBA,IA1",NA,4
"18","171","LLN_76",55,"LLN","LLN_76_0_0","Jihan",0,0,0,2.2896,0,0,0,0,0,0,2.2896,0,2.2896,0,2.2896,0,0,2.2896,0,0,0,0,0,0,0,0,718066.6932,4105692.5711,2.2896,2.2896,2.2896,2.2896,2.2896,2.2896,0,8.788513667e-06,438,"",NA,2.2896,"EBA1,EBA2,MBA,LBA,IA1",NA,2
"19","180","LLN_85",61,"LLN","LLN_85_0_0","Khazne",0,0,3.08,0,0,0,0,3.08,0,3.08,0,0,3.08,0,0,0,0,3.08,0,0,0,0,0,0,0,0,713551.484,4096774.5644,3.08,0,3.08,3.08,3.08,3.08,0,0,NA,"",NA,3.08,"EBA2,MBA,LBA,IA1",NA,2
"20","186","LLN_90",24,"LLN","LLN_90_0_0","Aid",20,0,20,0,0,20,0,20,0,20,0,0,20,0,20,0,0,20,0,0,0,0,0,0,0,0,707994.3335,4091549.1205,20,20,20,20,20,20,0,2.1279736492e-05,283,"",NA,20,"EBA1,EBA2,MBA,LBA,IA1",NA,4
"21","188","LLN_92",64,"LLN","LLN_92_0_0","Nasr",0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,711342.2589,4092273.8827,9,0,9,9,9,9,0,2.872690137e-06,828,"",NA,9,"EBA2,MBA,LBA,IA1",NA,3
"22","194","NJS_1",380,"NJS","NJS_1_0_0","Tell al-Hawa",0,0,0,0,0,0,0,0,0,0,65.5001,0,65.5001,0,0,0,0,16.0001,0,0,0,0,0,0,0,0,794811.300267857,4071801.74049643,65.5001,0,65.5001,65.5001,16.0001,16.0001,0,3.3357589612e-05,290,"",NA,16.0001,"EBA2,MBA,LBA,IA1",NA,6
"23","195","NJS_10",390,"NJS","NJS_10_0_0","",0,0,0,2.4001,0,0,0,0,0,0,0,0,5.6001,0,0,0,0,1.1001,0,2.2001,0,0,0,0,0,0,799862.39835,4073578.7478,5.6001,2.4001,0,5.6001,1.1001,1.1001,2.2001,0,NA,"",NA,1.1001,"EBA1,MBA,LBA,IA1,IA2",NA,3
"24","197","NJS_105",304,"NJS","NJS_105_0_0","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8001,0,1.5001,0,0,0,0,0,0,785351.11545,4068273.1869,1.5001,0,0,0,0.8001,0.8001,1.5001,8.002671051e-06,232,"",NA,0.8001,"LBA,IA1,IA2",NA,2
"25","198","NJS_108",307,"NJS","NJS_108_0_0","",0,0,0,0,0,0,0,0,0,0,0,0,0.5001,0,0,0,0,3.3001,0,3.3001,0,0,0,0,0,0,783415.964733333,4063290.37998333,3.3001,0,0,0.5001,3.3001,3.3001,3.3001,0,NA,"",NA,3.3001,"MBA,LBA,IA1,IA2",NA,2
"26","201","NJS_110",309,"NJS","NJS_110_0_0","Kharaba al-Qasimiyah or Tell Madari",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5001,0,4.6001,0,0,0,0,0,0,786549.031442857,4063297.09044286,4.6001,0,0,0,3.5001,3.5001,4.6001,1.5180323152e-05,94,"",NA,3.5001,"LBA,IA1,IA2",NA,2
"27","205","NJS_115",313,"NJS","NJS_115_0_0","",0,0,0,0,0,0,0,0,0,0,0,0,1.0001,0,0,0,0,2.0001,0,2.0001,0,0,0,0,0,0,788572.65502,4062087.99188,2.0001,0,0,1.0001,2.0001,2.0001,2.0001,0,NA,"",NA,2.0001,"MBA,LBA,IA1,IA2",NA,2
"28","206","NJS_12",218,"NJS","NJS_12_0_0","",0,0,0,3.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1001,0,2.1001,0,0,0,0,0,0,800016.385466667,4071508.79996667,3.0001,3.0001,0,0,2.1001,2.1001,2.1001,0,NA,"",NA,2.1001,"EBA1,LBA,IA1,IA2",NA,2
"29","207","NJS_121",318,"NJS","NJS_121_0_0","",0,0,0,0,0,0,0,0,0,0,0,0,1.0001,0,0,0,0,1.0001,0,1.0001,0,0,0,0,0,0.6001,789799.361375,4061875.998975,1.0001,0,0,1.0001,1.0001,1.0001,1.0001,0,NA,"",NA,1.0001,"MBA,LBA,IA1,IA2",NA,2
"30","209","NJS_126",323,"NJS","NJS_126_0_0","",0,0,0,0,0,0,0,0,0,0,0,0,1.0001,0,0,0,0,0.5001,0,0.5001,0,0,0,0,0,0,783921.835942857,4071451.33174286,1.0001,0,0,1.0001,0.5001,0.5001,0.5001,0,NA,"",NA,0.5001,"MBA,LBA,IA1,IA2",NA,2
"31","214","NJS_131",328,"NJS","NJS_131_0_0","",0,0,0,0,0,0,0,0,0,0,0.9001,0,0.9001,0,0,0,0,0.5001,0,0.9001,0,0,0,0,0,0,783846.5652,4074229.2149,0.9001,0,0.9001,0.9001,0.5001,0.5001,0.9001,0,NA,"",NA,0.5001,"EBA2,MBA,LBA,IA1,IA2",NA,1
"32","219","NJS_138",335,"NJS","NJS_138_0_0","Kharaba al-Kabeba",0,0,0,0,0,0,0,0,0,0,0,0,0.5001,0,0,0,0,3.7001,0,3.7001,0,0,0,0,0,0,780738.14235,4060590.5283,3.7001,0,0,0.5001,3.7001,3.7001,3.7001,0,NA,"",NA,3.7001,"MBA,LBA,IA1,IA2",NA,2
"33","220","NJS_14",220,"NJS","NJS_14_0_0","",0,0,0,1.9001,0,0,0,0,0,0,0,0,3.6001,0,3.6001,0,0,0.7001,0,0.4001,0,0,0,0,0,0,795967.86714,4068447.5022,3.6001,1.9001,0,3.6001,3.6001,0.7001,0.4001,0,NA,"",NA,0.7001,"EBA1,MBA,LBA,IA1,IA2",NA,2
"34","221","NJS_140",337,"NJS","NJS_140_0_0","Tell Mana'a",0,0,0,0,0,0,0,0,0,0,1.0001,0,8.0001,0,0,0,0,3.5001,0,3.0001,0,0,0,0,0,0,781037.059114286,4064157.06055714,8.0001,0,1.0001,8.0001,3.5001,3.5001,3.0001,2.6177195322e-05,793,"",NA,3.5001,"EBA2,MBA,LBA,IA1,IA2",NA,3
"35","231","NJS_155",386,"NJS","NJS_155_0_0","(Tell Hayal)",0,0,0,0,0,0,0,0,0,0,2.0001,0,2.4001,0,0,0,0,2.0001,0,1.0001,0,0,0,0,0,0,783598.987275,4077589.140125,2.4001,0,2.0001,2.4001,2.0001,2.0001,1.0001,2.4628669236e-05,751,"",NA,2.0001,"EBA2,MBA,LBA,IA1,IA2",NA,2
"36","232","NJS_157",352,"NJS","NJS_157_0_0","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2001,0,2.4001,0,0,0,0,0,0,776874.389928571,4072209.58221429,2.4001,0,0,0,1.2001,1.2001,2.4001,0,NA,"",NA,1.2001,"LBA,IA1,IA2",NA,2
"37","234","NJS_160",355,"NJS","NJS_160_0_0","",0,0,0,0,0,0,0,0,0,0,0,0,1.6001,0,0,0,0,1.6001,0,0.7001,0,0,0,0,0,0,780883.346566667,4074584.1562,1.6001,0,0,1.6001,1.6001,1.6001,0.7001,0,NA,"",NA,1.6001,"MBA,LBA,IA1,IA2",NA,2
"38","249","NJS_19",226,"NJS","NJS_19_0_0","Tell Qarayah al-Botha",0,0,0,3.5001,0,0,0,0,0,0,0,0,6.0001,0,0,0,0,2.5001,0,0.4001,0,0,0,0,0,0,791045.227818182,4069095.38090909,6.0001,3.5001,0,6.0001,2.5001,2.5001,0.4001,3.1636883212e-05,31,"",NA,2.5001,"EBA1,MBA,LBA,IA1,IA2",NA,3
"39","251","NJS_20",225,"NJS","NJS_20_0_0","Qabi al-Biyadir",0,0,0,0,0,0,0,0,0,0,2.8001,0,2.8001,0,0,0,0,1.1001,0,4.7001,0,0,0,0,0,0,792508.4716375,4068629.8385,4.7001,0,2.8001,2.8001,1.1001,1.1001,4.7001,1.0799094737e-05,851,"",NA,1.1001,"EBA2,MBA,LBA,IA1,IA2",NA,2
"40","252","NJS_22",228,"NJS","NJS_22_0_0","",0,0,0,0,0,0,0,0,0,0,0,0,1.6001,0,0,0,0,0.4001,0,0,0,0,0,0,0,0,797854.140066667,4069233.74803333,1.6001,0,0,1.6001,0.4001,0.4001,0,0,NA,"",NA,0.4001,"MBA,LBA,IA1",NA,2
"41","257","NJS_29",235,"NJS","NJS_29_0_0","",0,0,0,8.9001,0,0,0,0,0,0,8.9001,0,8.9002,0,0,0,0,3e-04,0,3e-04,0,0,0,0,0,0,790366.5326,4073810.72766,8.9002,8.9001,8.9001,8.9002,3e-04,3e-04,3e-04,0,NA,"",NA,8.9002,"EBA1,EBA2,MBA,LBA,IA1,IA2",NA,3
"42","259","NJS_30",236,"NJS","NJS_30_0_0","",0,0,0,4.3001,0,0,0,0,0,0,0,0,3.4001,0,0,0,0,0.6001,0,1.3001,0,0,0,0,0,0,789206.028933333,4074918.67673333,4.3001,4.3001,0,3.4001,0.6001,0.6001,1.3001,0,NA,"",NA,0.6001,"EBA1,MBA,LBA,IA1,IA2",NA,2
"43","261","NJS_37",241,"NJS","NJS_37_0_0","",0,0,0,1.5,0,0,0,0,0,0,0,0,0.7,0,0,0,0,1.7001,0,0.5001,0,0,0,0,0,0,803390.74525,4072279.2036875,1.7001,1.5,0,0.7,1.7001,1.7001,0.5001,1.8687135521e-05,464,"",NA,1.7001,"EBA1,MBA,LBA,IA1,IA2",NA,2
"44","263","NJS_39",243,"NJS","NJS_39_0_0","Khirbet Gar Sur",0,0,0,1.5002,0,0,0,0,0,0,0,0,2e-04,0,0,0,0,2e-04,0,0,0,0,0,0,0,0,803819.48418,4071087.5743,1.5002,1.5002,0,2e-04,2e-04,2e-04,0,0,NA,"",NA,1.5002,"EBA1,MBA,LBA,IA1",NA,2
