"","Site_ID","FID_1","Datst_1","Mj_ID_1","Site_Nm","EJZ1","EJZ1_2","EJZ2","NINV","EJZ3a","EJZ3","EJZ3b","AKK","EJZ4","EJZ4C","LTM","EBA_FCP","KHA","MBA_LBA","NUZI","LBA","SM","MASS","EIA_FCP","LASS","MIA_FCP","EIA_MIA","IA","IA_FCP","LIA","PASS","POINT_X","POINT_Y","cnfdnc_","EBA1","EBA2","MBA","LBA_brd","IA1","IA2","Tuna_sz","Tn_plyg","Name","POINT_Z","Size","Period","Tuna","number","id"
"11","LLN_161",74,"LLN","LLN_161_0_0","Mathlutheh Hillal",0,0,1.96,0,0,0,0,0,0,0,0,0,1.96,0,1.96,0,0,0,0,0,0,0,0,0,0,0,716057.3616,4077965.3056,1,0,1.96,1.96,1.96,0,0,0,NA,"",NA,1.96,"EBA2,MBA,LBA",NA,181848,41
"12","LLN_165",123,"LLN","LLN_165_0_0","Amri Kabir",0,2,2,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,714313.8059,4077328.6361,1,2,2,2,0,0,0,0,NA,"",NA,2,"EBA1,EBA2,MBA",NA,92296,43
"13","LLN_166",124,"LLN","LLN_166_0_0","Mathlutheh Tawila",7.5,0,7.5,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715626.0855,4077186.3801,1,7.5,7.5,0,0,0,0,2.634195947e-06,889,"",NA,7.5,"EBA1,EBA2",NA,183724,44
"14","LLN_169",29,"LLN","LLN_169_0_0","Qasr Faris",1.5625,0,1.5625,0,0,1.5625,0,1.5625,0,0,0,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,720233.6999,4081932.0909,1,1.5625,1.5625,1.5625,0,0,0,0,NA,"",NA,1.5625,"EBA1,EBA2,MBA",NA,193427,45
"15","LLN_17",23,"LLN","LLN_17_0_0","Kulurah",0,2,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,714724.6724,4087225.6376,1,2,2,2,0,0,0,0,NA,"",NA,2,"EBA1,EBA2,MBA",NA,189550,46
"16","LLN_18",30,"LLN","LLN_18_0_0","Farsouk Kebir",0,0,2,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,720870.058,4082470.5346,1,0,2,2,0,0,0,4.99990007e-06,853,"",NA,2,"EBA2,MBA",NA,193631,49
"17","LLN_180",26,"LLN","LLN_180_0_0","Ghazal",0,11.96,11.96,0,0,11.96,0,11.96,0,11.96,0,0,11.96,0,0,0,0,0,0,0,0,0,0,0,0,0,708606.3497,4084069.9172,1,11.96,11.96,11.96,0,0,0,4.44718999e-06,177,"",NA,11.96,"EBA1,EBA2,MBA",NA,181143,50
"18","LLN_186",75,"LLN","LLN_186_0_0","Farfara",0,176,176,0,0,176,0,176,0,176,0,0,176,0,176,0,0,176,0,0,0,0,0,0,0,0,707967.0257,4077806.9197,1,176,176,176,176,176,0,4.6431759083e-05,776,"",NA,176,"EBA1,EBA2,MBA,LBA,IA1",NA,182545,56
"19","LLN_187",34,"LLN","LLN_187_0_0","Doueitch",0.24,0.24,0,0,0,0.24,0,0.24,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,708528.0953,4074804.5872,1,0.24,0.24,0,0.24,0.24,0,1.078033618e-06,260,"",NA,0.24,"EBA1,EBA2,LBA,IA1",NA,180053,57
"20","LLN_189",28,"LLN","LLN_189_0_0","Ahmed",2.25,0,2.25,0,0,2.25,0,2.25,0,0,0,0,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,709528.3978,4081186.7071,1,2.25,2.25,2.25,0,0,0,1.4709551834e-05,832,"",NA,2.25,"EBA1,EBA2,MBA",NA,168658,58
"21","LLN_201",129,"LLN","LLN_201_0_0","Hansa",0,0,0,0,0,0,0,32.5,0,32.5,0,0,32.5,0,32.5,0,0,0,0,0,0,0,0,0,0,0,716082.2948,4055296.3737,1,0,32.5,32.5,32.5,0,0,0,NA,"",NA,32.5,"EBA2,MBA,LBA",NA,189023,67
"22","LLN_206",107,"LLN","LLN_206_0_0","Ahwain",0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,729515.4079,4054535.038,1,0,6,0,0,0,0,0,NA,"",NA,6,"EBA2",NA,147200,69
"23","LLN_220",45,"LLN","LLN_220_0_0","Abra",0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,726591.9388,4067088.1463,1,0.6,0.6,0,0,0,0,0,NA,"",NA,0.6,"EBA1,EBA2",NA,180355,76
"24","LLN_223",47,"LLN","LLN_223_0_0","Sultan et-Tellul",0,7.8,0,0,0,0,0,7.8,0,0,0,0,7.8,0,7.8,0,0,7.8,0,0,0,0,0,0,0,0,730368.3696,4063486.1668,1,7.8,7.8,7.8,7.8,7.8,0,1.6658734782e-05,729,"",NA,7.8,"EBA1,EBA2,MBA,LBA,IA1",NA,196364,78
"25","LLN_238",104,"LLN","LLN_238_0_0","Dabagh",0,0,0,0,0,9.45,0,9.45,0,0,0,0,9.45,0,0,0,0,0,0,0,0,0,0,0,0,0,712748.6811,4055071.375,1,0,9.45,9.45,0,0,0,0,NA,"",NA,9.45,"EBA2,MBA",NA,189352,86
"26","LLN_241",81,"LLN","LLN_241_0_0","Dumdum",0,0,0,0,0,27.52537772,0,27.52537772,0,0,0,0,27.52537772,0,27.52537772,0,0,27.52537772,0,0,0,0,0,0,0,0,706722.1879,4053281.154,1,0,27.52537772,27.52537772,27.52537772,27.52537772,0,7.493829015e-06,599,"",NA,27.52537772,"EBA2,MBA,LBA,IA1",NA,129799,89
"27","LLN_245",42,"LLN","LLN_245_0_0","Gibsi",0,0,0,0,0,0,0,0.405,0,0,0,0,0.405,0,0,0,0,0.405,0,0,0,0,0,0,0,0,712801.8133,4065980.0827,1,0,0.405,0.405,0.405,0.405,0,2.64933934e-06,403,"",NA,0.405,"EBA2,MBA,LBA,IA1",NA,174471,90
"28","LLN_25",134,"LLN","LLN_25_0_0","Barham Qadim",0,0,0,0,0,5.45,0,0,0,0,0,0,5.45,0,0,0,0,0,0,0,0,0,0,0,0,0,724253.1637,4095957.3252,1,0,5.45,5.45,0,0,0,0,NA,"",NA,5.45,"EBA2,MBA",NA,149743,93
"29","LLN_251",82,"LLN","LLN_251_0_0","Hamis",0,0,0,0,0,0,0,9.9,0,0,0,0,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,714217.9214,4070535.8954,1,0,9.9,9.9,0,0,0,1.8055508526e-05,251,"",NA,9.9,"EBA2,MBA",NA,177760,94
"30","LLN_257",31,"LLN","LLN_257_0_0","Lazzaga",0,0,16.2,0,0,16.2,0,16.2,0,0,0,0,16.2,0,0,0,0,0,0,0,0,0,0,0,0,0,732114.2452,4084469.6918,1,0,16.2,16.2,0,0,0,0,NA,"",NA,16.2,"EBA2,MBA",NA,164474,97
"31","LLN_264",38,"LLN","LLN_264_0_0","Abu Qadeir",6.25,0,6.25,0,0,6.25,0,6.25,0,6.25,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,737673.8578,4081954.8873,1,6.25,6.25,6.25,0,0,0,1.8560335792e-05,271,"",NA,6.25,"EBA1,EBA2,MBA",NA,161630,99
"32","LLN_27",139,"LLN","LLN_27_0_0","",0,0,0,0,0,0,0,0,0,0,1e-04,0,1e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,734450.7486,4079593.0818,1,0,1e-04,1e-04,0,0,0,0,NA,"",NA,NA,"EBA2,MBA",NA,140798,101
"33","LLN_270",140,"LLN","LLN_270_0_0","Tubiz",0,0,0,0,0,0,0,4.06,0,0,0,0,4.06,0,0,0,0,0,0,0,0,0,0,0,0,0,731508.2596,4079746.8855,1,0,4.06,4.06,0,0,0,0,NA,"",NA,4.06,"EBA2,MBA",NA,174553,102
"34","LLN_272",84,"LLN","LLN_272_0_0","(Tell Abu Qbara)",0,0,0,0,0,0,0,1e-04,0,0,0,0,1e-04,0,1e-04,0,0,0,0,0,0,0,0,0,0,0,733421.784,4078444.2742,1,0,1e-04,1e-04,1e-04,0,0,1.1568446004e-05,666,"",NA,1.1568446004e-05,"EBA2,MBA,LBA",NA,81100,104
"35","LLN_273",36,"LLN","LLN_273_0_0","Tahin",0,0,0,0,0,8.32,0,8.32,0,0,0,0,8.32,0,0,0,0,0,0,0,0,0,0,0,0,0,728981.3292,4074340.6605,1,0,8.32,8.32,0,0,0,7.468759739e-06,531,"",NA,8.32,"EBA2,MBA",NA,187398,105
"36","LLN_279",85,"LLN","LLN_279_0_0","Abtakh Fowqani",0,0,0,0,0,0,0,6,0,0,0,0,6,0,6,0,0,6,0,0,0,0,0,0,0,0,725736.4474,4077364.3441,1,0,6,6,6,6,0,1.3685075777e-05,23,"",NA,6,"EBA2,MBA,LBA,IA1",NA,108668,108
"37","LLN_292",33,"LLN","LLN_292_0_0","Aweinat el-Amrin 3",0,0,0,0,0,0,0,2.72,0,0,0,0,2.72,0,2.72,0,0,2.72,0,0,0,0,0,0,0,0,719424.4392,4079018.0852,1,0,2.72,2.72,2.72,2.72,0,1.3562129941e-05,703,"",NA,2.72,"EBA2,MBA,LBA,IA1",NA,190000,114
"38","LLN_302",87,"LLN","LLN_302_0_0","Na'am Jallad",0,0,0,0,0,0,0,2.38,0,2.38,0,0,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,723219.3586,4071944.7147,1,0,2.38,2.38,0,0,0,1.8364488191e-05,186,"",NA,2.38,"EBA2,MBA",NA,187177,119
"39","LLN_308",144,"LLN","LLN_308_0_0","Na'am Hayar",0,0,0,0,0,0,0,2.56,0,0,0,0,2.56,0,2.56,0,0,2.56,0,0,0,0,0,0,0,0,719515.0267,4071976.55,1,0,2.56,2.56,2.56,2.56,0,0,NA,"",NA,2.56,"EBA2,MBA,LBA,IA1",NA,194673,121
"40","LLN_335",150,"LLN","LLN_335_0_0","Boutha",0,0,0,0,0,0,0,0.7,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,716428.9178,4059871.192,1,0,0.7,0.7,0,0,0,0,NA,"",NA,0.7,"EBA2,MBA",NA,161029,130
"41","LLN_34",101,"LLN","LLN_34_0_0","Gir Margue",0,2.52,2.52,0,0,2.52,0,2.52,0,2.52,0,0,2.52,0,0,0,0,0,0,0,0,0,0,0,0,0,735718.9455,4098192.0107,1,2.52,2.52,2.52,0,0,0,1.534801748e-06,112,"",NA,2.52,"EBA1,EBA2,MBA",NA,194968,131
"42","LLN_36",185,"LLN","LLN_36_0_0","",0,0,0,1e-04,0,0,0,0,0,0,1e-04,0,1e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,721881.9957,4085819.9406,1,1e-04,1e-04,1e-04,0,0,0,0,NA,"",NA,NA,"EBA1,EBA2,MBA",NA,90438,134
"43","LLN_38",186,"LLN","LLN_38_0_0","",0,0,0,1e-04,0,0,0,0,0,0,1e-04,0,1e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,721826.0592,4085791.9724,1,1e-04,1e-04,1e-04,0,0,0,0,NA,"",NA,NA,"EBA1,EBA2,MBA",NA,95924,136
"44","LLN_44",20,"LLN","LLN_44_0_0","Mutu",0,0,0,0,0,4.1,0,0,0,0,0,0,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,721385.8056,4089265.0609,1,0,4.1,4.1,0,0,0,0,NA,"",NA,4.1,"EBA2,MBA",NA,182485,141
"45","LLN_47",21,"LLN","LLN_47_0_0","Hamara",0,2.04,2.04,0,0,2.04,0,0,0,0,0,0,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,721634.1165,4086708.9056,1,2.04,2.04,2.04,0,0,0,3.701807156e-06,321,"",NA,2.04,"EBA1,EBA2,MBA",NA,145524,143
"46","LLN_49",50,"LLN","LLN_49_0_0","Qarassa",0,10.9,0,0,0,0,0,10.9,0,0,0,0,10.9,0,10.9,0,0,10.9,0,0,0,0,0,0,0,0,720576.4412,4078638.8408,1,10.9,10.9,10.9,10.9,10.9,0,0,NA,"",NA,10.9,"EBA1,EBA2,MBA,LBA,IA1",NA,141403,145
"47","LLN_51",152,"LLN","LLN_51_0_0","Qotba Tahtani",0,2.25,2.25,0,0,2.25,0,0,0,0,0,0,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,719942.2424,4095237.0037,1,2.25,2.25,2.25,0,0,0,0,NA,"",NA,2.25,"EBA1,EBA2,MBA",NA,191553,147
"48","LLN_54",51,"LLN","LLN_54_0_0","Abu Khazaf",0,6.8,0,6.8,0,0,0,6.8,0,0,0,0,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,716144.1041,4083231.2352,1,6.8,6.8,6.8,0,0,0,1.4426159502e-05,317,"",NA,6.8,"EBA1,EBA2,MBA",NA,179449,149
"49","LLN_55",19,"LLN","LLN_55_0_0","Mohammed Diyab",43,0,43,0,0,43,0,43,0,43,0,0,43,0,43,0,0,43,0,0,0,0,0,0,0,0,728393.4121,4089588.6093,1,43,43,43,43,43,0,9.760890266e-06,689,"",NA,43,"EBA1,EBA2,MBA,LBA,IA1",NA,174297,150
"50","LLN_59",25,"LLN","LLN_59_0_0","(Tell Chermoukh)",1e-04,0,1e-04,0,0,1e-04,0,1e-04,0,0,0,0,1e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,712485.7021,4085005.0733,1,1e-04,1e-04,1e-04,0,0,0,7.910593616e-06,542,"",NA,7.910593616e-06,"EBA1,EBA2,MBA",NA,167951,153
"51","LLN_60",32,"LLN","LLN_60_0_0","Abu Farah",6.38,0,6.38,0,0,6.38,0,6.38,0,6.38,0,0,6.38,0,0,0,0,0,0,0,0,0,0,0,0,0,733890.5264,4086178.6153,1,6.38,6.38,6.38,0,0,0,3.0407164301e-05,664,"",NA,6.38,"EBA1,EBA2,MBA",NA,172636,154
"52","LLN_61",153,"LLN","LLN_61_0_0","Abu Hajjeira",0,0,0,0,0,0,0,3.042,0,0,0,0,3.042,0,0,0,0,0,0,0,0,0,0,0,0,0,736090.3657,4088672.1338,1,0,3.042,3.042,0,0,0,1.0726635194e-05,611,"",NA,3.042,"EBA2,MBA",NA,190514,155
"53","LLN_62",18,"LLN","LLN_62_0_0","Nabua",0,0,0,0,0,1.767145838,0,0,0,0,0,0,1.767145838,0,0,0,0,1.767145838,0,0,0,0,0,0,0,0,730930.56,4092465.965,1,0,1.767145838,1.767145838,1.767145838,1.767145838,0,2.501169237e-06,150,"",NA,1.767145838,"EBA2,MBA,LBA,IA1",NA,180437,156
"54","LLN_63",52,"LLN","LLN_63_0_0","Wulayqi Thirthar",0,0,0,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,726726.6898,4091212.1779,1,0,2,2,0,0,0,0,NA,"",NA,2,"EBA2,MBA",NA,184972,157
"55","LLN_68",154,"LLN","LLN_68_0_0","",0,0,0,0.5,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,723624.6354,4087689.7596,1,0.5,0.5,0.5,0,0,0,0,NA,"",NA,0.5,"EBA1,EBA2,MBA",NA,152533,162
"56","LLN_69",54,"LLN","LLN_69_0_0","",0,0,1e-04,0,0,0,0,0,0,0,0,0,1e-04,0,1e-04,0,0,1e-04,0,0,0,0,0,0,0,0,724291.5438,4081730.8732,1,0,1e-04,1e-04,1e-04,1e-04,0,6.647292026e-06,292,"",NA,6.647292026e-06,"EBA2,MBA,LBA,IA1",NA,184585,163
"57","LLN_87",62,"LLN","LLN_87_0_0","Bazouna Kabira",0,0,0,5,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,731802.6239,4088159.7422,1,5,5,5,0,0,0,0,NA,"",NA,5,"EBA1,EBA2,MBA",NA,169066,182
"58","LLN_9",160,"LLN","LLN_9_0_0","Rehaya 1",0,0,0,4.9875,0,0,0,0,0,0,4.9875,0,4.9875,0,0,0,0,0,0,0,0,0,0,0,0,0,724228.542,4094017.257,1,4.9875,4.9875,4.9875,0,0,0,0,NA,"",NA,4.9875,"EBA1,EBA2,MBA",NA,145984,185
"59","LLN_96",65,"LLN","LLN_96_0_0","Koubeiba",2.64,0,0,0,0,2.64,0,0,0,0,0,0,2.64,0,0,0,0,0,0,0,0,0,0,0,0,0,711985.8713,4088044.6113,1,2.64,2.64,2.64,0,0,0,7.666289425e-06,758,"",NA,2.64,"EBA1,EBA2,MBA",NA,187308,192
"60","NJS_1",380,"NJS","NJS_1_0_0","(Tell el-Hawa)",0,0,0,0,0,0,0,0,0,0,65.5001,0,65.5001,0,0,0,0,16.0001,0,0,0,0,0,0,0,0,794811.300267857,4071801.74049643,1,0,65.5001,65.5001,16.0001,16.0001,0,3.3357589612e-05,290,"",NA,65.5001,"EBA2,MBA,LBA,IA1",NA,107732,194
"61","NJS_127",324,"NJS","NJS_127_0_0","(Abu Kula)",0,0,0,5.0002,0,0,0,0,0,0,5.0003,0,5.0003,0,0,0,0,0,0,0,0,0,0,0,0,0,797428.27472,4063270.8198,1,5.0002,5.0003,5.0003,0,0,0,4.2939909816e-05,21,"",NA,5.0003,"EBA1,EBA2,MBA",NA,144753,210
"62","NJS_131",328,"NJS","NJS_131_0_0","",0,0,0,0,0,0,0,0,0,0,0.9001,0,0.9001,0,0,0,0,0.5001,0,0.9001,0,0,0,0,0,0,783846.5652,4074229.2149,1,0,0.9001,0.9001,0.5001,0.5001,0.9001,0,NA,"",NA,0.9001,"EBA2,MBA,LBA,IA1,IA2",NA,114209,214
"63","NJS_140",337,"NJS","NJS_140_0_0","(Tell Mana'a)",0,0,0,0,0,0,0,0,0,0,1.0001,0,8.0001,0,0,0,0,3.5001,0,3.0001,0,0,0,0,0,0,781037.059114286,4064157.06055714,1,0,1.0001,8.0001,3.5001,3.5001,3.0001,2.6177195322e-05,793,"",NA,1.0001,"EBA2,MBA,LBA,IA1,IA2",NA,111792,221
"64","NJS_152",349,"NJS","NJS_152_0_0","",0,0,0,0,0,0,0,0,0,0,0.5001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778185.033325,4073338.8266,1,0,0.5001,0,0,0,0,0,NA,"",NA,0.5001,"EBA2",NA,79550,229
"65","NJS_155",386,"NJS","NJS_155_0_0","(Tell Hayal)",0,0,0,0,0,0,0,0,0,0,2.0001,0,2.4001,0,0,0,0,2.0001,0,1.0001,0,0,0,0,0,0,783598.987275,4077589.140125,1,0,2.0001,2.4001,2.0001,2.0001,1.0001,2.4628669236e-05,751,"",NA,2.0001,"EBA2,MBA,LBA,IA1,IA2",NA,105612,231
"66","NJS_175",369,"NJS","NJS_175_0_0","",0,0,0,0,0,0,0,0,0,0,1.0001,0,1.0001,0,0,0,0,0,0,0.5001,0,0,0,0,0,0,774562.04775,4071957.0438,1,0,1.0001,1.0001,0,0,0.5001,7.608985787e-06,863,"",NA,1.0001,"EBA2,MBA,IA2",NA,123432,243
"67","NJS_177",372,"NJS","NJS_177_0_0","",0,0,0,1.0001,0,0,0,0,0,0,1.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,769895.53535,4069181.34455,1,1.0001,1.0001,0,0,0,0,1.2025807746e-05,487,"",NA,1.0001,"EBA1,EBA2",NA,142854,244
"68","NJS_20",225,"NJS","NJS_20_0_0","",0,0,0,0,0,0,0,0,0,0,2.8001,0,2.8001,0,0,0,0,1.1001,0,4.7001,0,0,0,0,0,0,792508.4716375,4068629.8385,1,0,2.8001,2.8001,1.1001,1.1001,4.7001,1.0799094737e-05,851,"",NA,2.8001,"EBA2,MBA,LBA,IA1,IA2",NA,165790,251
"69","NJS_29",235,"NJS","NJS_29_0_0","",0,0,0,8.9001,0,0,0,0,0,0,8.9001,0,8.9002,0,0,0,0,3e-04,0,3e-04,0,0,0,0,0,0,790366.5326,4073810.72766,1,8.9001,8.9001,8.9002,3e-04,3e-04,3e-04,0,NA,"",NA,8.9001,"EBA1,EBA2,MBA,LBA,IA1,IA2",NA,65469,257
"70","NJS_40",244,"NJS","NJS_40_0_0","",0,0,0,0.5001,0,0,0,0,0,0,1.9001,0,0,0,0,0,0,0,0,0.5001,0,0,0,0,0,0,805213.149466667,4071386.20273333,1,0.5001,1.9001,0,0,0,0.5001,0,NA,"",NA,1.9001,"EBA1,EBA2,IA2",NA,146189,264
"71","NJS_42",246,"NJS","NJS_42_0_0","",0,0,0,4.1001,0,0,0,0,0,0,2.5001,0,6.0001,0,0.7001,0,0,0.7001,0,3.0001,0,0,0,0,0,0,802952.587109091,4069857.60347273,1,4.1001,2.5001,6.0001,0.7001,0.7001,3.0001,1.4255301246e-05,320,"",NA,2.5001,"EBA1,EBA2,MBA,LBA,IA1,IA2",NA,195922,265
"72","NJS_43",247,"NJS","NJS_43_0_0","(Kharaba Tibn / Tell Abu Hajar)",0,0,0,0,0,0,0,0,0,0,17.3001,0,18.6001,0,0,0,0,4.2001,0,0.2001,0,0,0,0,0,0,808136.273488889,4070580.42984444,1,0,17.3001,18.6001,4.2001,4.2001,0.2001,2.6139408049e-05,888,"",NA,17.3001,"EBA2,MBA,LBA,IA1,IA2",NA,142595,266
"73","NJS_48",252,"NJS","NJS_48_0_0","",0,0,0,22.9001,0,0,0,0,0,0,3.2001,0,22.5001,0,0,0,0,1.7001,0,18.9001,0,0,0,0,0,0,805011.2048,4069271.0296375,1,22.9001,3.2001,22.5001,1.7001,1.7001,18.9001,9.063194205e-06,540,"",NA,3.2001,"EBA1,EBA2,MBA,LBA,IA1,IA2",NA,160292,269
"74","NJS_52",257,"NJS","NJS_52_0_0","",0,0,0,0,0,0,0,0,0,0,0.8001,0,0,0,0,0,0,0,0,0.6001,0,0,0,0,0,0,806209.42758,4067419.856,1,0,0.8001,0,0,0,0.6001,0,NA,"",NA,0.8001,"EBA2,IA2",NA,113327,274
"75","NJS_54",253,"NJS","NJS_54_0_0","",0,0,0,0,0,0,0,0,0,0,1.3001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,805742.62624,4068861.90952,1,0,1.3001,0,0,0,0,0,NA,"",NA,1.3001,"EBA2",NA,29375,275
"76","NJS_57",261,"NJS","NJS_57_0_0","",0,0,0,1.3001,0,0,0,0,0,0,0.9001,0,0,0,0,0,0,0.9001,0,0.9001,0,0,0,0,0,0,807742.147933333,4069547.06603333,1,1.3001,0.9001,0,0.9001,0.9001,0.9001,0,NA,"",NA,0.9001,"EBA1,EBA2,LBA,IA1,IA2",NA,20484,277
"77","NJS_58",262,"NJS","NJS_58_0_0","",0,0,0,9.9001,0,0,0,0,0,0,0.4001,0,0.3001,0,0,0,0,0,0,2.5001,0,0,0,0,0,0,799045.973933333,4065838.78326667,1,9.9001,0.4001,0.3001,0,0,2.5001,3.995863338e-06,565,"",NA,0.4001,"EBA1,EBA2,MBA,IA2",NA,5737,278
"78","NJS_71",275,"NJS","NJS_71_0_0","",0,0,0,0,0,0,0,0,0,0,5.0001,0,5.6001,0,5.6001,0,0,5.6001,0,0,0,0,0,0,0,0,788349.95438,4069249.49406,1,0,5.0001,5.6001,5.6001,5.6001,0,0,NA,"",NA,5.0001,"EBA2,MBA,LBA,IA1",NA,106453,285
"79","NJS_76",280,"NJS","NJS_76_0_0","",0,0,0,0,0,0,0,0,0,0,0.5001,0,0,0,0,0,0,0,0,1.0001,0,0,0,0,0,0,786231.43364,4070174.14284,1,0,0.5001,0,0,0,1.0001,0,NA,"",NA,0.5001,"EBA2,IA2",NA,110192,289
